Chapter	Book	Title	characterURL	Character	ID
195	A Clash of Kings	Arya X	/index.php/Sandor_Clegane	Sandor Clegane	1528
195	A Clash of Kings	Arya X	/index.php/Jeyne_Westerling	Jeyne Westerling	822
196	A Clash of Kings	Catelyn VII	/index.php/Catelyn_Tully	Catelyn Tully	287
196	A Clash of Kings	Catelyn VII	/index.php/Ryman_Frey	Ryman Frey	1514
196	A Clash of Kings	Catelyn VII	/index.php/Roose_Bolton	Roose Bolton	1486
196	A Clash of Kings	Catelyn VII	/index.php/Robb_Stark	Robb Stark	1431
196	A Clash of Kings	Catelyn VII	/index.php/Edmure_Tully	Edmure Tully	462
196	A Clash of Kings	Catelyn VII	/index.php/Roslin_Frey	Roslin Frey	1493
196	A Clash of Kings	Catelyn VII	/index.php/Olyvar_Frey	Olyvar Frey	1236
196	A Clash of Kings	Catelyn VII	/index.php/Perwyn_Frey	Perwyn Frey	1300
196	A Clash of Kings	Catelyn VII	/index.php/Alesander_Frey	Alesander Frey	45
196	A Clash of Kings	Catelyn VII	/index.php/Merrett_Frey	Merrett Frey	1137
196	A Clash of Kings	Catelyn VII	/index.php/Lord_Walder_Frey	Lord Walder Frey	975
196	A Clash of Kings	Catelyn VII	/index.php/Dacey_Mormont	Dacey Mormont	345
196	A Clash of Kings	Catelyn VII	/index.php/Edwyn_Frey	Edwyn Frey	469
196	A Clash of Kings	Catelyn VII	/index.php/Jon_Umber_(Smalljon)	Jon Umber (Smalljon)	853
196	A Clash of Kings	Catelyn VII	/index.php/Wendel_Manderly	Wendel Manderly	1816
196	A Clash of Kings	Catelyn VII	/index.php/Aegon_Frey_(Jinglebell)	Aegon Frey (Jinglebell)	7
197	A Clash of Kings	Arya XI	/index.php/Arya_Stark	Arya Stark	136
197	A Clash of Kings	Arya XI	/index.php/Sandor_Clegane	Sandor Clegane	1528
197	A Clash of Kings	Arya XI	/index.php/Catelyn_Tully	Catelyn Tully	287
197	A Clash of Kings	Arya XI	/index.php/Robb_Stark	Robb Stark	1431
198	A Clash of Kings	Tyrion VI	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
198	A Clash of Kings	Tyrion VI	/index.php/Tywin_Lannister	Tywin Lannister	1727
198	A Clash of Kings	Tyrion VI	/index.php/Cersei_Lannister	Cersei Lannister	295
198	A Clash of Kings	Tyrion VI	/index.php/Robb_Stark	Robb Stark	1431
198	A Clash of Kings	Tyrion VI	/index.php/Brynden_Tully	Brynden Tully	265
198	A Clash of Kings	Tyrion VI	/index.php/Edmure_Tully	Edmure Tully	462
198	A Clash of Kings	Tyrion VI	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
198	A Clash of Kings	Tyrion VI	/index.php/Kevan_Lannister	Kevan Lannister	900
198	A Clash of Kings	Tyrion VI	/index.php/Aerys_II_Targaryen	Aerys II Targaryen	27
198	A Clash of Kings	Tyrion VI	/index.php/Robert_Baratheon	Robert Baratheon	1434
198	A Clash of Kings	Tyrion VI	/index.php/Tysha	Tysha	1719
198	A Clash of Kings	Tyrion VI	/index.php/Oberyn_Martell	Oberyn Martell	1225
198	A Clash of Kings	Tyrion VI	/index.php/Elia_Martell	Elia Martell	483
198	A Clash of Kings	Tyrion VI	/index.php/Amory_Lorch	Amory Lorch	93
198	A Clash of Kings	Tyrion VI	/index.php/Rhaenys_Targaryen	Rhaenys Targaryen	1411
198	A Clash of Kings	Tyrion VI	/index.php/Gregor_Clegane	Gregor Clegane	629
198	A Clash of Kings	Tyrion VI	/index.php/Aegon_Targaryen	Aegon Targaryen	12
198	A Clash of Kings	Tyrion VI	/index.php/Catelyn_Tully	Catelyn Tully	287
198	A Clash of Kings	Tyrion VI	/index.php/Lord_Walder_Frey	Lord Walder Frey	975
198	A Clash of Kings	Tyrion VI	/index.php/Emmon_Frey	Emmon Frey	501
198	A Clash of Kings	Tyrion VI	/index.php/Roose_Bolton	Roose Bolton	1486
198	A Clash of Kings	Tyrion VI	/index.php/Arya_Stark	Arya Stark	136
198	A Clash of Kings	Tyrion VI	/index.php/Varys	Varys	1757
198	A Clash of Kings	Tyrion VI	/index.php/Jacelyn_Bywater	Jacelyn Bywater	776
199	A Clash of Kings	Davos V	/index.php/Davos_Seaworth	Davos Seaworth	385
199	A Clash of Kings	Davos V	/index.php/Salladhor_Saan	Salladhor Saan	1520
199	A Clash of Kings	Davos V	/index.php/Stannis_Baratheon	Stannis Baratheon	1586
199	A Clash of Kings	Davos V	/index.php/Robb_Stark	Robb Stark	1431
199	A Clash of Kings	Davos V	/index.php/Catelyn_Tully	Catelyn Tully	287
199	A Clash of Kings	Davos V	/index.php/Selyse_Florent	Selyse Florent	1545
199	A Clash of Kings	Davos V	/index.php/Axell_Florent	Axell Florent	143
199	A Clash of Kings	Davos V	/index.php/Lord_Walder_Frey	Lord Walder Frey	975
199	A Clash of Kings	Davos V	/index.php/Melisandre	Melisandre	1122
199	A Clash of Kings	Davos V	/index.php/Edric_Storm	Edric Storm	465
199	A Clash of Kings	Davos V	/index.php/Balon_Greyjoy	Balon Greyjoy	154
199	A Clash of Kings	Davos V	/index.php/Pylos	Pylos	1328
199	A Clash of Kings	Davos V	/index.php/Jeor_Mormont	Jeor Mormont	808
199	A Clash of Kings	Davos V	/index.php/Maester_Aemon	Maester Aemon	1045
200	A Clash of Kings	Jon VII	/index.php/Jon_Snow	Jon Snow	851
200	A Clash of Kings	Jon VII	/index.php/Donal_Noye	Donal Noye	418
200	A Clash of Kings	Jon VII	/index.php/Styr	Styr	1604
200	A Clash of Kings	Jon VII	/index.php/Satin	Satin	1535
200	A Clash of Kings	Jon VII	/index.php/Ygritte	Ygritte	1869
201	A Clash of Kings	Bran IV	/index.php/Bran_Stark	Bran Stark	240
201	A Clash of Kings	Bran IV	/index.php/Meera_Reed	Meera Reed	1108
201	A Clash of Kings	Bran IV	/index.php/Jojen_Reed	Jojen Reed	832
201	A Clash of Kings	Bran IV	/index.php/Rat_Cook	Rat Cook	1375
201	A Clash of Kings	Bran IV	/index.php/Hodor	Hodor	736
201	A Clash of Kings	Bran IV	/index.php/Samwell_Tarly	Samwell Tarly	1527
201	A Clash of Kings	Bran IV	/index.php/Gilly	Gilly	603
201	A Clash of Kings	Bran IV	/index.php/Coldhands	Coldhands	318
201	A Clash of Kings	Bran IV	/index.php/Jon_Snow	Jon Snow	851
202	A Clash of Kings	Daenerys V	/index.php/Daenerys_Targaryen	Daenerys Targaryen	352
202	A Clash of Kings	Daenerys V	/index.php/Belwas	Belwas	183
202	A Clash of Kings	Daenerys V	/index.php/Oznak_zo_Pahl	Oznak zo Pahl	1276
202	A Clash of Kings	Daenerys V	/index.php/Ben_Plumm	Ben Plumm	188
202	A Clash of Kings	Daenerys V	/index.php/Daario_Naharis	Daario Naharis	344
202	A Clash of Kings	Daenerys V	/index.php/Barristan_Selmy	Barristan Selmy	163
202	A Clash of Kings	Daenerys V	/index.php/Missandei	Missandei	1146
202	A Clash of Kings	Daenerys V	/index.php/Mero	Mero	1135
202	A Clash of Kings	Daenerys V	/index.php/Jorah_Mormont	Jorah Mormont	862
202	A Clash of Kings	Daenerys V	/index.php/Robert_Baratheon	Robert Baratheon	1434
202	A Clash of Kings	Daenerys V	/index.php/Varys	Varys	1757
203	A Clash of Kings	Tyrion VII	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
203	A Clash of Kings	Tyrion VII	/index.php/Sansa_Stark	Sansa Stark	1530
203	A Clash of Kings	Tyrion VII	/index.php/Robb_Stark	Robb Stark	1431
203	A Clash of Kings	Tyrion VII	/index.php/Catelyn_Tully	Catelyn Tully	287
203	A Clash of Kings	Tyrion VII	/index.php/Shae	Shae	1552
203	A Clash of Kings	Tyrion VII	/index.php/Varys	Varys	1757
203	A Clash of Kings	Tyrion VII	/index.php/Cersei_Lannister	Cersei Lannister	295
203	A Clash of Kings	Tyrion VII	/index.php/Tallad	Tallad	1626
204	A Clash of Kings	Sansa IV	/index.php/Sansa_Stark	Sansa Stark	1530
204	A Clash of Kings	Sansa IV	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
204	A Clash of Kings	Sansa IV	/index.php/Robb_Stark	Robb Stark	1431
204	A Clash of Kings	Sansa IV	/index.php/Catelyn_Tully	Catelyn Tully	287
204	A Clash of Kings	Sansa IV	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
204	A Clash of Kings	Sansa IV	/index.php/Kaeth	Kaeth	888
204	A Clash of Kings	Sansa IV	/index.php/Kevan_Lannister	Kevan Lannister	900
204	A Clash of Kings	Sansa IV	/index.php/Tywin_Lannister	Tywin Lannister	1727
205	A Clash of Kings	Tyrion VIII	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
205	A Clash of Kings	Tyrion VIII	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
205	A Clash of Kings	Tyrion VIII	/index.php/Petyr_Baelish	Petyr Baelish	1303
205	A Clash of Kings	Tyrion VIII	/index.php/Robert_Baratheon	Robert Baratheon	1434
205	A Clash of Kings	Tyrion VIII	/index.php/Bran_Stark	Bran Stark	240
205	A Clash of Kings	Tyrion VIII	/index.php/Margaery_Tyrell	Margaery Tyrell	1066
205	A Clash of Kings	Tyrion VIII	/index.php/Olenna_Redwyne	Olenna Redwyne	1232
205	A Clash of Kings	Tyrion VIII	/index.php/Dontos_Hollard	Dontos Hollard	429
205	A Clash of Kings	Tyrion VIII	/index.php/Catelyn_Tully	Catelyn Tully	287
205	A Clash of Kings	Tyrion VIII	/index.php/Robb_Stark	Robb Stark	1431
205	A Clash of Kings	Tyrion VIII	/index.php/Ilyn_Payne	Ilyn Payne	772
205	A Clash of Kings	Tyrion VIII	/index.php/Pycelle	Pycelle	1326
205	A Clash of Kings	Tyrion VIII	/index.php/Sansa_Stark	Sansa Stark	1530
205	A Clash of Kings	Tyrion VIII	/index.php/Cersei_Lannister	Cersei Lannister	295
206	A Clash of Kings	Sansa V	/index.php/Sansa_Stark	Sansa Stark	1530
206	A Clash of Kings	Sansa V	/index.php/Dontos_Hollard	Dontos Hollard	429
206	A Clash of Kings	Sansa V	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
206	A Clash of Kings	Sansa V	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
206	A Clash of Kings	Sansa V	/index.php/Petyr_Baelish	Petyr Baelish	1303
206	A Clash of Kings	Sansa V	/index.php/Lothor_Brune	Lothor Brune	987
206	A Clash of Kings	Sansa V	/index.php/Cersei_Lannister	Cersei Lannister	295
206	A Clash of Kings	Sansa V	/index.php/Catelyn_Tully	Catelyn Tully	287
207	A Clash of Kings	Jaime VII	/index.php/Jaime_Lannister	Jaime Lannister	785
207	A Clash of Kings	Jaime VII	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
207	A Clash of Kings	Jaime VII	/index.php/Cersei_Lannister	Cersei Lannister	295
207	A Clash of Kings	Jaime VII	/index.php/Brienne_of_Tarth	Brienne of Tarth	255
207	A Clash of Kings	Jaime VII	/index.php/Robb_Stark	Robb Stark	1431
207	A Clash of Kings	Jaime VII	/index.php/Clement_Piper	Clement Piper	309
207	A Clash of Kings	Jaime VII	/index.php/Marq_Piper	Marq Piper	1080
207	A Clash of Kings	Jaime VII	/index.php/Loras_Tyrell	Loras Tyrell	970
207	A Clash of Kings	Jaime VII	/index.php/Renly_Baratheon	Renly Baratheon	1396
207	A Clash of Kings	Jaime VII	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
207	A Clash of Kings	Jaime VII	/index.php/Alayaya	Alayaya	38
207	A Clash of Kings	Jaime VII	/index.php/Tywin_Lannister	Tywin Lannister	1727
207	A Clash of Kings	Jaime VII	/index.php/Vargo_Hoat	Vargo Hoat	1755
207	A Clash of Kings	Jaime VII	/index.php/Gregor_Clegane	Gregor Clegane	629
207	A Clash of Kings	Jaime VII	/index.php/Margaery_Tyrell	Margaery Tyrell	1066
208	A Clash of Kings	Davos VI	/index.php/Davos_Seaworth	Davos Seaworth	385
208	A Clash of Kings	Davos VI	/index.php/Stannis_Baratheon	Stannis Baratheon	1586
208	A Clash of Kings	Davos VI	/index.php/Edric_Storm	Edric Storm	465
208	A Clash of Kings	Davos VI	/index.php/Pylos	Pylos	1328
208	A Clash of Kings	Davos VI	/index.php/Salladhor_Saan	Salladhor Saan	1520
208	A Clash of Kings	Davos VI	/index.php/Andrew_Estermont	Andrew Estermont	96
208	A Clash of Kings	Davos VI	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
208	A Clash of Kings	Davos VI	/index.php/Melisandre	Melisandre	1122
208	A Clash of Kings	Davos VI	/index.php/Tommen_Baratheon	Tommen Baratheon	1676
209	A Clash of Kings	Jon VIII	/index.php/Jon_Snow	Jon Snow	851
209	A Clash of Kings	Jon VIII	/index.php/Mance_Rayder	Mance Rayder	1057
209	A Clash of Kings	Jon VIII	/index.php/Donal_Noye	Donal Noye	418
209	A Clash of Kings	Jon VIII	/index.php/Mag_Mar_Tun_Doh_Weg	Mag Mar Tun Doh Weg	1047
209	A Clash of Kings	Jon VIII	/index.php/Maester_Aemon	Maester Aemon	1045
210	A Clash of Kings	Arya XII	/index.php/Arya_Stark	Arya Stark	136
210	A Clash of Kings	Arya XII	/index.php/Sandor_Clegane	Sandor Clegane	1528
210	A Clash of Kings	Arya XII	/index.php/Catelyn_Tully	Catelyn Tully	287
210	A Clash of Kings	Arya XII	/index.php/Brynden_Tully	Brynden Tully	265
211	A Clash of Kings	Tyrion IX	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
211	A Clash of Kings	Tyrion IX	/index.php/Kevan_Lannister	Kevan Lannister	900
211	A Clash of Kings	Tyrion IX	/index.php/Tywin_Lannister	Tywin Lannister	1727
211	A Clash of Kings	Tyrion IX	/index.php/Mace_Tyrell	Mace Tyrell	1035
211	A Clash of Kings	Tyrion IX	/index.php/Oberyn_Martell	Oberyn Martell	1225
211	A Clash of Kings	Tyrion IX	/index.php/Cersei_Lannister	Cersei Lannister	295
211	A Clash of Kings	Tyrion IX	/index.php/Gregor_Clegane	Gregor Clegane	629
211	A Clash of Kings	Tyrion IX	/index.php/Bronn	Bronn	256
211	A Clash of Kings	Tyrion IX	/index.php/Lollys_Stokeworth	Lollys Stokeworth	966
211	A Clash of Kings	Tyrion IX	/index.php/Sansa_Stark	Sansa Stark	1530
211	A Clash of Kings	Tyrion IX	/index.php/Pycelle	Pycelle	1326
211	A Clash of Kings	Tyrion IX	/index.php/Taena_of_Myr	Taena of Myr	1622
211	A Clash of Kings	Tyrion IX	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
211	A Clash of Kings	Tyrion IX	/index.php/Eddard_Stark	Eddard Stark	456
211	A Clash of Kings	Tyrion IX	/index.php/Tytos_Lannister	Tytos Lannister	1724
211	A Clash of Kings	Tyrion IX	/index.php/Varys	Varys	1757
211	A Clash of Kings	Tyrion IX	/index.php/Myrcella_Baratheon	Myrcella Baratheon	1195
211	A Clash of Kings	Tyrion IX	/index.php/Doran_Martell	Doran Martell	431
211	A Clash of Kings	Tyrion IX	/index.php/Amory_Lorch	Amory Lorch	93
211	A Clash of Kings	Tyrion IX	/index.php/Elia_Martell	Elia Martell	483
211	A Clash of Kings	Tyrion IX	/index.php/Rhaenys_Targaryen	Rhaenys Targaryen	1411
211	A Clash of Kings	Tyrion IX	/index.php/Aegon_Targaryen	Aegon Targaryen	12
212	A Clash of Kings	Jaime VIII	/index.php/Jaime_Lannister	Jaime Lannister	785
212	A Clash of Kings	Jaime VIII	/index.php/Barristan_Selmy	Barristan Selmy	163
212	A Clash of Kings	Jaime VIII	/index.php/Duncan_Targaryen	Duncan Targaryen	442
212	A Clash of Kings	Jaime VIII	/index.php/Aegon_V_Targaryen	Aegon V Targaryen	13
212	A Clash of Kings	Jaime VIII	/index.php/Gerold_Hightower	Gerold Hightower	594
212	A Clash of Kings	Jaime VIII	/index.php/Arthur_Dayne	Arthur Dayne	130
212	A Clash of Kings	Jaime VIII	/index.php/Smiling_Knight	Smiling Knight	1579
212	A Clash of Kings	Jaime VIII	/index.php/Boros_Blount	Boros Blount	234
212	A Clash of Kings	Jaime VIII	/index.php/Tommen_Baratheon	Tommen Baratheon	1676
212	A Clash of Kings	Jaime VIII	/index.php/Osmund_Kettleblack	Osmund Kettleblack	1257
212	A Clash of Kings	Jaime VIII	/index.php/Sansa_Stark	Sansa Stark	1530
212	A Clash of Kings	Jaime VIII	/index.php/Meryn_Trant	Meryn Trant	1140
212	A Clash of Kings	Jaime VIII	/index.php/Balon_Swann	Balon Swann	155
212	A Clash of Kings	Jaime VIII	/index.php/Gulian_Swann	Gulian Swann	644
212	A Clash of Kings	Jaime VIII	/index.php/Loras_Tyrell	Loras Tyrell	970
212	A Clash of Kings	Jaime VIII	/index.php/Renly_Baratheon	Renly Baratheon	1396
212	A Clash of Kings	Jaime VIII	/index.php/Garlan_Tyrell	Garlan Tyrell	565
212	A Clash of Kings	Jaime VIII	/index.php/Brienne_of_Tarth	Brienne of Tarth	255
212	A Clash of Kings	Jaime VIII	/index.php/Robar_Royce	Robar Royce	1429
212	A Clash of Kings	Jaime VIII	/index.php/Emmon_Cuy	Emmon Cuy	500
213	A Clash of Kings	Sansa VI	/index.php/Sansa_Stark	Sansa Stark	1530
213	A Clash of Kings	Sansa VI	/index.php/Petyr_Baelish	Petyr Baelish	1303
213	A Clash of Kings	Sansa VI	/index.php/Oswell_Kettleblack	Oswell Kettleblack	1262
213	A Clash of Kings	Sansa VI	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
213	A Clash of Kings	Sansa VI	/index.php/Hoster_Tully	Hoster Tully	746
213	A Clash of Kings	Sansa VI	/index.php/Robert_Arryn	Robert Arryn	1432
213	A Clash of Kings	Sansa VI	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
214	A Clash of Kings	Jon IX	/index.php/Jon_Snow	Jon Snow	851
214	A Clash of Kings	Jon IX	/index.php/Mance_Rayder	Mance Rayder	1057
214	A Clash of Kings	Jon IX	/index.php/Alliser_Thorne	Alliser Thorne	57
214	A Clash of Kings	Jon IX	/index.php/Janos_Slynt	Janos Slynt	790
214	A Clash of Kings	Jon IX	/index.php/Rattleshirt	Rattleshirt	1376
214	A Clash of Kings	Jon IX	/index.php/Aemon_Targaryen	Aemon Targaryen	20
214	A Clash of Kings	Jon IX	/index.php/Eddard_Stark	Eddard Stark	456
215	A Clash of Kings	Tyrion X	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
215	A Clash of Kings	Tyrion X	/index.php/Podrick_Payne	Podrick Payne	1309
215	A Clash of Kings	Tyrion X	/index.php/Shae	Shae	1552
215	A Clash of Kings	Tyrion X	/index.php/Sansa_Stark	Sansa Stark	1530
215	A Clash of Kings	Tyrion X	/index.php/Gregor_Clegane	Gregor Clegane	629
215	A Clash of Kings	Tyrion X	/index.php/Mace_Tyrell	Mace Tyrell	1035
215	A Clash of Kings	Tyrion X	/index.php/Oberyn_Martell	Oberyn Martell	1225
215	A Clash of Kings	Tyrion X	/index.php/Tywin_Lannister	Tywin Lannister	1727
215	A Clash of Kings	Tyrion X	/index.php/Myrcella_Baratheon	Myrcella Baratheon	1195
215	A Clash of Kings	Tyrion X	/index.php/Elia_Martell	Elia Martell	483
215	A Clash of Kings	Tyrion X	/index.php/Joanna_Lannister	Joanna Lannister	827
215	A Clash of Kings	Tyrion X	/index.php/Jaime_Lannister	Jaime Lannister	785
215	A Clash of Kings	Tyrion X	/index.php/Cersei_Lannister	Cersei Lannister	295
215	A Clash of Kings	Tyrion X	/index.php/Addam_Marbrand	Addam Marbrand	2
215	A Clash of Kings	Tyrion X	/index.php/Oswell_Kettleblack	Oswell Kettleblack	1262
215	A Clash of Kings	Tyrion X	/index.php/Boros_Blount	Boros Blount	234
215	A Clash of Kings	Tyrion X	/index.php/Meryn_Trant	Meryn Trant	1140
215	A Clash of Kings	Tyrion X	/index.php/Loras_Tyrell	Loras Tyrell	970
215	A Clash of Kings	Tyrion X	/index.php/Kevan_Lannister	Kevan Lannister	900
215	A Clash of Kings	Tyrion X	/index.php/Daemon_Sand	Daemon Sand	350
215	A Clash of Kings	Tyrion X	/index.php/Arron_Qorgyle	Arron Qorgyle	124
215	A Clash of Kings	Tyrion X	/index.php/Dagos_Manwoody	Dagos Manwoody	363
215	A Clash of Kings	Tyrion X	/index.php/Ellaria_Sand	Ellaria Sand	486
215	A Clash of Kings	Tyrion X	/index.php/Osmund_Kettleblack	Osmund Kettleblack	1257
215	A Clash of Kings	Tyrion X	/index.php/Dontos_Hollard	Dontos Hollard	429
215	A Clash of Kings	Tyrion X	/index.php/Jeor_Mormont	Jeor Mormont	808
215	A Clash of Kings	Tyrion X	/index.php/Varys	Varys	1757
215	A Clash of Kings	Tyrion X	/index.php/Lollys_Stokeworth	Lollys Stokeworth	966
215	A Clash of Kings	Tyrion X	/index.php/Robb_Stark	Robb Stark	1431
215	A Clash of Kings	Tyrion X	/index.php/Tommen_Baratheon	Tommen Baratheon	1676
215	A Clash of Kings	Tyrion X	/index.php/Shagga	Shagga	1553
215	A Clash of Kings	Tyrion X	/index.php/Timett	Timett	1660
215	A Clash of Kings	Tyrion X	/index.php/Doran_Martell	Doran Martell	431
215	A Clash of Kings	Tyrion X	/index.php/Ilyn_Payne	Ilyn Payne	772
215	A Clash of Kings	Tyrion X	/index.php/Symon	Symon	1615
215	A Clash of Kings	Tyrion X	/index.php/Baelor_Hightower	Baelor Hightower	148
215	A Clash of Kings	Tyrion X	/index.php/Leyton_Hightower	Leyton Hightower	961
215	A Clash of Kings	Tyrion X	/index.php/Rhaegar_Targaryen	Rhaegar Targaryen	1404
215	A Clash of Kings	Tyrion X	/index.php/Rhaella_Targaryen	Rhaella Targaryen	1407
215	A Clash of Kings	Tyrion X	/index.php/Bronn	Bronn	256
216	A Clash of Kings	Daenerys VI	/index.php/Daenerys_Targaryen	Daenerys Targaryen	352
216	A Clash of Kings	Daenerys VI	/index.php/Cleon	Cleon	310
216	A Clash of Kings	Daenerys VI	/index.php/Jorah_Mormont	Jorah Mormont	862
216	A Clash of Kings	Daenerys VI	/index.php/Barristan_Selmy	Barristan Selmy	163
216	A Clash of Kings	Daenerys VI	/index.php/Aerys_II_Targaryen	Aerys II Targaryen	27
216	A Clash of Kings	Daenerys VI	/index.php/Viserys_Targaryen	Viserys Targaryen	1770
216	A Clash of Kings	Daenerys VI	/index.php/Rhaegar_Targaryen	Rhaegar Targaryen	1404
216	A Clash of Kings	Daenerys VI	/index.php/Jaehaerys_II_Targaryen	Jaehaerys II Targaryen	781
216	A Clash of Kings	Daenerys VI	/index.php/Daario_Naharis	Daario Naharis	344
217	A Clash of Kings	Jaime IX	/index.php/Jaime_Lannister	Jaime Lannister	785
217	A Clash of Kings	Jaime IX	/index.php/Tommen_Baratheon	Tommen Baratheon	1676
217	A Clash of Kings	Jaime IX	/index.php/Kevan_Lannister	Kevan Lannister	900
217	A Clash of Kings	Jaime IX	/index.php/Emmon_Frey	Emmon Frey	501
217	A Clash of Kings	Jaime IX	/index.php/Genna_Lannister	Genna Lannister	587
217	A Clash of Kings	Jaime IX	/index.php/Brynden_Tully	Brynden Tully	265
217	A Clash of Kings	Jaime IX	/index.php/Ramsay_Snow	Ramsay Snow	1371
217	A Clash of Kings	Jaime IX	/index.php/Roose_Bolton	Roose Bolton	1486
217	A Clash of Kings	Jaime IX	/index.php/Rolph_Spicer	Rolph Spicer	1476
217	A Clash of Kings	Jaime IX	/index.php/Gawen_Westerling	Gawen Westerling	582
217	A Clash of Kings	Jaime IX	/index.php/Sybell_Spicer	Sybell Spicer	1608
217	A Clash of Kings	Jaime IX	/index.php/Jeyne_Westerling	Jeyne Westerling	822
217	A Clash of Kings	Jaime IX	/index.php/Jonos_Bracken	Jonos Bracken	858
217	A Clash of Kings	Jaime IX	/index.php/Lymond_Goodbrook	Lymond Goodbrook	1019
217	A Clash of Kings	Jaime IX	/index.php/William_Mooton	William Mooton	1844
217	A Clash of Kings	Jaime IX	/index.php/Addam_Marbrand	Addam Marbrand	2
217	A Clash of Kings	Jaime IX	/index.php/Tywin_Lannister	Tywin Lannister	1727
217	A Clash of Kings	Jaime IX	/index.php/Walton	Walton	1791
217	A Clash of Kings	Jaime IX	/index.php/Arya_Stark	Arya Stark	136
217	A Clash of Kings	Jaime IX	/index.php/Gregor_Clegane	Gregor Clegane	629
217	A Clash of Kings	Jaime IX	/index.php/Pycelle	Pycelle	1326
217	A Clash of Kings	Jaime IX	/index.php/Stannis_Baratheon	Stannis Baratheon	1586
217	A Clash of Kings	Jaime IX	/index.php/Cersei_Lannister	Cersei Lannister	295
217	A Clash of Kings	Jaime IX	/index.php/Margaery_Tyrell	Margaery Tyrell	1066
217	A Clash of Kings	Jaime IX	/index.php/Bran_Stark	Bran Stark	240
217	A Clash of Kings	Jaime IX	/index.php/Robert_Baratheon	Robert Baratheon	1434
217	A Clash of Kings	Jaime IX	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
217	A Clash of Kings	Jaime IX	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
217	A Clash of Kings	Jaime IX	/index.php/Brienne_of_Tarth	Brienne of Tarth	255
217	A Clash of Kings	Jaime IX	/index.php/Loras_Tyrell	Loras Tyrell	970
217	A Clash of Kings	Jaime IX	/index.php/Jeyne_Poole	Jeyne Poole	818
217	A Clash of Kings	Jaime IX	/index.php/Catelyn_Tully	Catelyn Tully	287
217	A Clash of Kings	Jaime IX	/index.php/Eddard_Stark	Eddard Stark	456
217	A Clash of Kings	Jaime IX	/index.php/Sansa_Stark	Sansa Stark	1530
218	A Clash of Kings	Jon X	/index.php/Jon_Snow	Jon Snow	851
218	A Clash of Kings	Jon X	/index.php/Janos_Slynt	Janos Slynt	790
218	A Clash of Kings	Jon X	/index.php/Maester_Aemon	Maester Aemon	1045
218	A Clash of Kings	Jon X	/index.php/Mance_Rayder	Mance Rayder	1057
218	A Clash of Kings	Jon X	/index.php/Tormund	Tormund	1681
218	A Clash of Kings	Jon X	/index.php/Cotter_Pyke	Cotter Pyke	331
218	A Clash of Kings	Jon X	/index.php/Stannis_Baratheon	Stannis Baratheon	1586
218	A Clash of Kings	Jon X	/index.php/Harma	Harma	689
218	A Clash of Kings	Jon X	/index.php/Orell	Orell	1244
218	A Clash of Kings	Jon X	/index.php/Varamyr	Varamyr	1753
218	A Clash of Kings	Jon X	/index.php/Val	Val	1751
218	A Clash of Kings	Jon X	/index.php/Dalla	Dalla	369
219	A Clash of Kings	Arya XIII	/index.php/Arya_Stark	Arya Stark	136
219	A Clash of Kings	Arya XIII	/index.php/Polliver	Polliver	1312
219	A Clash of Kings	Arya XIII	/index.php/Tickler	Tickler	1656
219	A Clash of Kings	Arya XIII	/index.php/Tyrion_Lannister	Tyrion Lannister	1716
219	A Clash of Kings	Arya XIII	/index.php/Joffrey_Baratheon	Joffrey Baratheon	831
219	A Clash of Kings	Arya XIII	/index.php/Randyll_Tarly	Randyll Tarly	1373
219	A Clash of Kings	Arya XIII	/index.php/Jaqen_H%27ghar	Jaqen H'ghar	791
220	A Clash of Kings	Samwell IV	/index.php/Samwell_Tarly	Samwell Tarly	1527
220	A Clash of Kings	Samwell IV	/index.php/Gilly	Gilly	603
220	A Clash of Kings	Samwell IV	/index.php/Mance_Rayder	Mance Rayder	1057
220	A Clash of Kings	Samwell IV	/index.php/Dalla	Dalla	369
220	A Clash of Kings	Samwell IV	/index.php/Denys_Mallister	Denys Mallister	399
220	A Clash of Kings	Samwell IV	/index.php/Dywen	Dywen	450
220	A Clash of Kings	Samwell IV	/index.php/Bedwyck	Bedwyck	173
220	A Clash of Kings	Samwell IV	/index.php/Bowen_Marsh	Bowen Marsh	237
220	A Clash of Kings	Samwell IV	/index.php/Weeper	Weeper	1811
